tokens	labels1	labels2
Kylie	1	1
Minogue	2	2
has	0	0
received	0	0
four	0	0
wins	0	0
from	0	0
ten	0	0
nominations	0	0
,	0	0
more	0	0
than	0	0
any	0	0
other	0	0
artist	0	0
,	0	0
for	0	0
``	0	0
Where	0	0
the	0	0
Wild	0	0
Roses	0	0
Grow	0	0
''	0	0
(	0	0
with	0	0
Nick	3	3
Cave	4	4
and	4	4
the	4	4
Bad	4	4
Seeds	4	4
)	0	0
in	0	0
1996	0	0
,	0	0
``	0	0
Spinning	0	0
Around	0	0
''	0	0
in	0	0
2000	0	0
,	0	0
Light	0	0
Years	0	0
''	0	0
in	0	0
2001	0	0
and	0	0
Fever	0	0
''	0	0
in	0	0
2002	0	0
.	0	0
# New sentence = William FitzAlan , 16th Earl of Arundel 1483–1488	0	0
William	1	1
FitzAlan	2	2
,	0	0
16th	0	0
Earl	0	0
of	0	0
Arundel	0	0
1483–1488	0	0
# New sentence = List of World Heritage Sites in Europe	0	0
List	0	0
of	0	0
World	0	0
Heritage	0	0
Sites	0	0
in	0	0
Europe	5	5
# New sentence = Grand Haven Charter Township , Michigan	0	0
Grand	5	5
Haven	6	6
Charter	6	6
Township	6	6
,	0	0
Michigan	5	5
# New sentence = ' '' With Dave Douglas '' '	0	0
'	0	0
''	0	0
With	0	0
Dave	1	1
Douglas	2	2
''	0	0
'	0	0
# New sentence = *13 December - The first meeting of the North / South Ministerial Council takes place in Armagh .	0	0
*13	0	0
December	0	0
-	0	0
The	0	0
first	0	0
meeting	0	0
of	0	0
the	0	0
North	3	3
/	4	4
South	4	4
Ministerial	4	4
Council	4	4
takes	0	0
place	0	0
in	0	0
Armagh	5	5
.	0	0
# New sentence = International Military Sports Council	0	0
International	3	3
Military	4	4
Sports	4	4
Council	4	4
"# New sentence = Glass Castle '' ( ??? ? ; 2008–2009 )"	0	0
Glass	0	0
Castle	0	0
''	0	0
(	0	0
???	0	0
?	0	0
";"	0	0
2008–2009	0	0
)	0	0
# New sentence = Sally Greengross , Baroness Greengross	0	0
Sally	1	1
Greengross	2	2
,	0	0
Baroness	1	0
Greengross	2	1
# New sentence = Empress Dowager Longyu	0	0
Empress	0	0
Dowager	1	1
Longyu	2	2
# New sentence = Logroño , Ecuador	0	0
Logroño	5	5
,	0	0
Ecuador	5	5
# New sentence = United States Minor Outlying Islands	0	0
United	5	5
States	6	6
Minor	6	6
Outlying	6	6
Islands	6	6
# New sentence = It is found in New Guinea .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
New	5	5
Guinea	6	6
.	0	0
# New sentence = Justin Long , Noomi Rapace	0	0
Justin	1	1
Long	2	2
,	0	0
Noomi	1	1
Rapace	2	2
# New sentence = '' Chicago '' ( 2011 )	0	0
''	0	0
Chicago	0	0
''	0	0
(	0	0
2011	0	0
)	0	0
# New sentence = Congress of the Republic of Peru	0	0
Congress	3	3
of	4	4
the	4	4
Republic	4	4
of	4	4
Peru	4	4
# New sentence = MONU - magazine on urbanism	0	0
MONU	3	0
-	0	0
magazine	0	0
on	0	0
urbanism	0	0
# New sentence = ** Thessalonika : Thessaloniki-Dialogis ( 16 )	0	0
**	0	0
Thessalonika	5	0
:	0	0
Thessaloniki-Dialogis	3	0
(	0	0
16	0	0
)	0	0
# New sentence = Coopersville , Clinton County , New York	0	0
Coopersville	5	5
,	0	0
Clinton	5	5
County	6	6
,	0	0
New	5	5
York	6	6
# New sentence = Miranda de Ebro	0	0
Miranda	5	5
de	6	6
Ebro	6	6
# New sentence = '' ' '' Cuddle Up a Little Closer '' ' ''	0	0
''	0	0
'	0	0
''	0	0
Cuddle	0	0
Up	0	0
a	0	0
Little	0	0
Closer	0	0
''	0	0
'	0	0
''	0	0
# New sentence = Max van Heeswijk	0	0
Max	1	1
van	2	2
Heeswijk	2	2
# New sentence = Raymond Felton ( 9 )	0	0
Raymond	1	1
Felton	2	2
(	0	0
9	0	0
)	0	0
# New sentence = '' Catocala nymphagoga '' ( Esper , 1787 )	0	0
''	0	0
Catocala	0	0
nymphagoga	0	0
''	0	0
(	0	0
Esper	1	1
,	0	0
1787	0	0
)	0	0
# New sentence = West Virginia Route 67	0	0
West	5	5
Virginia	6	6
Route	6	6
67	6	6
# New sentence = David Loebsack ( D )	0	0
David	1	1
Loebsack	2	2
(	0	0
D	0	0
)	0	0
# New sentence = Recent clients include Actavis , Alcoa , Fluor Corporation , Gannett , GlaxoSmithKline , London Stock Exchange Group , Safeway , Tesco , Teva , and the US Department of Treasury .	0	0
Recent	0	0
clients	0	0
include	0	0
Actavis	3	3
,	0	0
Alcoa	3	3
,	0	0
Fluor	3	3
Corporation	4	4
,	0	0
Gannett	3	3
,	0	0
GlaxoSmithKline	3	3
,	0	0
London	3	3
Stock	4	4
Exchange	4	4
Group	4	4
,	0	0
Safeway	3	3
,	0	0
Tesco	3	3
,	0	0
Teva	3	3
,	0	0
and	0	0
the	0	0
US	3	3
Department	4	4
of	4	4
Treasury	4	4
.	0	0
# New sentence = Olney Daily Mail '' – Olney	0	0
Olney	3	3
Daily	4	4
Mail	4	4
''	0	0
–	0	0
Olney	5	0
# New sentence = In 1982 , they were briefly used on through services to Melbourne .	0	0
In	0	0
1982	0	0
,	0	0
they	0	0
were	0	0
briefly	0	0
used	0	0
on	0	0
through	0	0
services	0	0
to	0	0
Melbourne	5	5
.	0	0
# New sentence = ' '' Illawarra Cutters '' '	0	0
'	0	0
''	0	0
Illawarra	3	3
Cutters	4	4
''	0	0
'	0	0
# New sentence = He was the father of Steuart Bayley .	0	0
He	0	0
was	0	0
the	0	0
father	0	0
of	0	0
Steuart	1	1
Bayley	2	2
.	0	0
# New sentence = Binary ( disambiguation )	0	0
Binary	3	0
(	0	0
disambiguation	0	0
)	0	0
# New sentence = Sandra Haynie ( 1 / 4 )	0	0
Sandra	1	1
Haynie	2	2
(	0	0
1	0	0
/	0	0
4	0	0
)	0	0
# New sentence = Bloomingburg Reformed Protestant Dutch Church	0	0
Bloomingburg	3	3
Reformed	4	4
Protestant	4	4
Dutch	4	4
Church	4	4
# New sentence = His piece had been performed in Birmingham under conductor Hans Richter in 1906 .	0	0
His	0	0
piece	0	0
had	0	0
been	0	0
performed	0	0
in	0	0
Birmingham	5	5
under	0	0
conductor	0	0
Hans	1	1
Richter	2	2
in	0	0
1906	0	0
.	0	0
# New sentence = It is found in China , Mongolia , Japan and Russia .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
China	5	5
,	0	0
Mongolia	5	5
,	0	0
Japan	5	5
and	0	0
Russia	5	5
.	0	0
# New sentence = 2012 Sharon Lee and Steve Miller	0	0
2012	0	0
Sharon	1	1
Lee	2	2
and	0	0
Steve	1	1
Miller	2	2
# New sentence = Jane Bown - Lifetime Achievement	0	0
Jane	1	1
Bown	2	2
-	0	0
Lifetime	0	0
Achievement	0	0
# New sentence = Linas and Simona	0	0
Linas	1	3
and	0	4
Simona	1	4
# New sentence = On June 30 he was traded back to the Philadelphia Phillies for future considerations .	0	0
On	0	0
June	0	0
30	0	0
he	0	0
was	0	0
traded	0	0
back	0	0
to	0	0
the	0	0
Philadelphia	3	3
Phillies	4	4
for	0	0
future	0	0
considerations	0	0
.	0	0
# New sentence = Swindon Council election , 2006	0	0
Swindon	3	3
Council	4	4
election	0	0
,	0	0
2006	0	0
# New sentence = ' '' Emilio Alzamora '' '	0	0
'	0	0
''	0	0
Emilio	1	1
Alzamora	2	2
''	0	0
'	0	0
# New sentence = Regionalist Party of the Leonese Country ( PREPAL )	0	0
Regionalist	3	3
Party	4	4
of	4	4
the	4	4
Leonese	4	4
Country	4	4
(	0	0
PREPAL	3	0
)	0	0
# New sentence = People 's Liberation Organisation of Tamil Eelam	0	0
People	3	3
's	4	4
Liberation	4	4
Organisation	4	4
of	4	4
Tamil	4	4
Eelam	4	4
# New sentence = Kamianets-Podilskyi in Ukraine '' ( since 1993 ) ''	0	0
Kamianets-Podilskyi	5	5
in	0	0
Ukraine	5	5
''	0	0
(	0	0
since	0	0
1993	0	0
)	0	0
''	0	0
# New sentence = 1995 Spellbinder '' .	0	0
1995	0	0
Spellbinder	0	0
''	0	0
.	0	0
# New sentence = It was originally published on October 17th , 2006 , by William Morrow and Company .	0	0
It	0	0
was	0	0
originally	0	0
published	0	0
on	0	0
October	0	0
17th	0	0
,	0	0
2006	0	0
,	0	0
by	0	0
William	3	3
Morrow	4	4
and	4	4
Company	4	4
.	0	0
# New sentence = Jack Dodson as Howard Sprague	0	0
Jack	1	1
Dodson	2	2
as	0	0
Howard	1	1
Sprague	2	2
# New sentence = Rocko - ''Wordplay '' ===	0	0
Rocko	1	1
-	0	0
''Wordplay	0	0
''	0	0
===	0	0
# New sentence = Johan Kristoffersson ( Audi RS5 )	0	0
Johan	1	1
Kristoffersson	2	2
(	0	0
Audi	0	0
RS5	0	0
)	0	0
# New sentence = Wolves in the Throne Room	0	0
Wolves	3	3
in	4	4
the	4	4
Throne	4	4
Room	4	4
# New sentence = Campbell Gullan as Sgt .	0	0
Campbell	1	1
Gullan	2	2
as	0	0
Sgt	0	0
.	0	0
# New sentence = '' Kingdom of Portugal and the Algarves '' ' – John VI ( 1816–1826 )	0	0
''	0	0
Kingdom	5	3
of	6	4
Portugal	6	4
and	6	4
the	6	4
Algarves	6	4
''	0	0
'	0	0
–	0	0
John	1	1
VI	2	2
(	0	0
1816–1826	0	0
)	0	0
# New sentence = 2014–15 Arizona Wildcats men 's basketball team	0	0
2014–15	0	0
Arizona	3	3
Wildcats	4	4
men	0	0
's	0	0
basketball	0	0
team	0	0
# New sentence = Pope Timothy I of Alexandria	0	0
Pope	0	0
Timothy	1	1
I	2	2
of	2	2
Alexandria	2	2
# New sentence = W. S. Merwin	0	0
W.	1	1
S.	2	2
Merwin	2	2
# New sentence = Howrah , West Bengal , India	0	0
Howrah	5	5
,	0	0
West	5	5
Bengal	6	6
,	0	0
India	5	5
# New sentence = Hosted by Kate Thornton and later Steve Jones .	0	0
Hosted	0	0
by	0	0
Kate	1	1
Thornton	2	2
and	0	0
later	0	0
Steve	1	1
Jones	2	2
.	0	0
# New sentence = The University of Western Australia	0	0
The	3	3
University	4	4
of	4	4
Western	4	4
Australia	4	4
# New sentence = CD09 : Logone Oriental Region , Chad	0	0
CD09	0	0
:	0	0
Logone	5	5
Oriental	6	6
Region	6	6
,	0	0
Chad	0	5
# New sentence = George Francis Henrechon	0	0
George	1	1
Francis	2	2
Henrechon	2	2
# New sentence = ** 1919 – Ty Cobb , .384	0	0
**	0	0
1919	0	0
–	0	0
Ty	1	1
Cobb	2	2
,	0	0
.384	0	0
# New sentence = '' Mitra punctostriata ''	0	0
''	0	0
Mitra	0	0
punctostriata	0	0
''	0	0
# New sentence = Upland buzzard , ''Buteo hemilasius ''	0	0
Upland	0	0
buzzard	0	0
,	0	0
''Buteo	0	0
hemilasius	0	0
''	0	0
# New sentence = It became a ''Colonia '' ( Roman colony ) by 270 AD .	0	0
It	0	0
became	0	0
a	0	0
''Colonia	0	0
''	0	0
(	0	0
Roman	0	0
colony	0	0
)	0	0
by	0	0
270	0	0
AD	0	0
.	0	0
# New sentence = Jon Foreman ( Switchfoot )	0	0
Jon	1	1
Foreman	2	2
(	0	0
Switchfoot	0	0
)	0	0
# New sentence = Starring Nick Hancock , Andrew Sachs	0	0
Starring	0	0
Nick	1	1
Hancock	2	2
,	0	0
Andrew	1	1
Sachs	2	2
# New sentence = Graeme Le Saux	0	0
Graeme	1	1
Le	2	2
Saux	2	2
# New sentence = 1984 - Schaffhausen , Mini-Galerie	0	0
1984	0	0
-	0	0
Schaffhausen	5	5
,	0	0
Mini-Galerie	3	0
# New sentence = Will Colbert ( D )	0	0
Will	1	1
Colbert	2	2
(	0	0
D	0	0
)	0	0
# New sentence = rendered]] , and has a roof of Kerridge stone-slate .	0	0
rendered]]	0	0
,	0	0
and	0	0
has	0	0
a	0	0
roof	0	0
of	0	0
Kerridge	0	0
stone-slate	0	0
.	0	0
# New sentence = Free State Project	0	0
Free	3	3
State	4	4
Project	4	4
# New sentence = Loyola Greyhounds men 's soccer	0	0
Loyola	3	3
Greyhounds	4	4
men	0	4
's	0	4
soccer	0	4
# New sentence = Fort Collins , Colorado , United States	0	0
Fort	5	5
Collins	6	6
,	0	0
Colorado	5	5
,	0	0
United	5	5
States	6	6
# New sentence = ''Experimenta circa effectum conflictus electrici in acum magneticam '' Copenhagen , ' '' 1820 '' ' .	0	0
''Experimenta	0	0
circa	0	0
effectum	0	0
conflictus	0	0
electrici	0	0
in	0	0
acum	0	0
magneticam	0	0
''	0	0
Copenhagen	5	5
,	0	0
'	0	0
''	0	0
1820	0	0
''	0	0
'	0	0
.	0	0
# New sentence = ** '' Kingdom of Northumbria '' ' – Osberht ( 849–862 / 863 )	0	0
**	0	0
''	0	0
Kingdom	5	5
of	6	6
Northumbria	6	6
''	0	0
'	0	0
–	0	0
Osberht	1	1
(	0	0
849–862	0	0
/	0	0
863	0	0
)	0	0
# New sentence = Herbert Russell ( 1892–1896 )	0	0
Herbert	1	1
Russell	2	2
(	0	0
1892–1896	0	0
)	0	0
# New sentence = Honda Center , Anaheim , United States	0	0
Honda	5	5
Center	6	6
,	0	0
Anaheim	5	5
,	0	0
United	5	5
States	6	6
# New sentence = Chris Higgins ( ice hockey , born 1986 )	0	0
Chris	1	1
Higgins	2	2
(	0	0
ice	0	0
hockey	0	0
,	0	0
born	0	0
1986	0	0
)	0	0
# New sentence = ' '' John Fidler '' '*	0	0
'	0	0
''	0	0
John	1	1
Fidler	2	2
''	0	0
'*	0	0
# New sentence = Florida State Road 758	0	0
Florida	5	5
State	6	6
Road	6	6
758	6	6
# New sentence = Claudette Colbert , Robert Ryan	0	0
Claudette	1	1
Colbert	2	2
,	0	0
Robert	1	1
Ryan	2	2
# New sentence = Ramsey Public School District	0	0
Ramsey	3	3
Public	4	4
School	4	4
District	4	4
# New sentence = 180 km to Vilnius	0	0
180	0	0
km	0	0
to	0	0
Vilnius	5	5
# New sentence = ( 15px - ) Lausanne - Yverdon-les-Bains - Neuchâtel - Biel / Bienne - Solothurn - Olten - Aarau - Brugg - Koblenz ( - 15px )	0	0
(	0	0
15px	0	0
-	0	0
)	0	0
Lausanne	5	5
-	0	0
Yverdon-les-Bains	5	5
-	0	0
Neuchâtel	5	5
-	0	0
Biel	5	5
/	5	6
Bienne	5	6
-	0	0
Solothurn	5	5
-	0	0
Olten	5	5
-	0	0
Aarau	5	5
-	0	0
Brugg	0	5
-	0	0
Koblenz	5	5
(	0	0
-	0	0
15px	0	0
)	0	0
# New sentence = | Transferred to the Mexican Navy in September 1972 .	0	0
|	0	0
Transferred	0	0
to	0	0
the	0	0
Mexican	3	3
Navy	4	4
in	0	0
September	0	0
1972	0	0
.	0	0
# New sentence = 1961–65 C A Ralegh Radford	0	0
1961–65	0	0
C	1	1
A	2	2
Ralegh	2	2
Radford	2	2
# New sentence = The two vessels were originally built in Norway for the post-war German Navy , being purchased in the 1960s for evaluation purposes .	0	0
The	0	0
two	0	0
vessels	0	0
were	0	0
originally	0	0
built	0	0
in	0	0
Norway	5	5
for	0	0
the	0	0
post-war	0	0
German	3	3
Navy	4	4
,	0	0
being	0	0
purchased	0	0
in	0	0
the	0	0
1960s	0	0
for	0	0
evaluation	0	0
purposes	0	0
.	0	0
# New sentence = '' Gynoeryx teteforti ''	0	0
''	0	0
Gynoeryx	0	0
teteforti	0	0
''	0	0
# New sentence = Katrin Holtwick / Ilka Semmler	0	0
Katrin	1	1
Holtwick	2	2
/	0	0
Ilka	1	1
Semmler	2	2
# New sentence = Golden Township , Oceana County	0	0
Golden	5	5
Township	6	6
,	0	0
Oceana	5	5
County	6	6
# New sentence = KSFN 1510 AM ( based in Piedmont )	0	0
KSFN	3	3
1510	4	4
AM	4	4
(	0	0
based	0	0
in	0	0
Piedmont	5	5
)	0	0
# New sentence = : : '' Oligoceras ''	0	0
:	0	0
:	0	0
''	0	0
Oligoceras	0	0
''	0	0
# New sentence = Chris Edmondson , Bishop of Bolton	0	0
Chris	1	1
Edmondson	2	2
,	0	0
Bishop	0	0
of	0	0
Bolton	0	0
# New sentence = Airport City Belgrade underway since April 2009 .	0	0
Airport	5	5
City	6	6
Belgrade	6	6
underway	0	0
since	0	0
April	0	0
2009	0	0
.	0	0
# New sentence = Uche Okafor ( D )	0	0
Uche	1	1
Okafor	2	2
(	0	0
D	0	0
)	0	0
# New sentence = Serbian nationality law	0	0
Serbian	0	0
nationality	0	0
law	0	0
# New sentence = He scored goals against New Zealand and Sweden .	0	0
He	0	0
scored	0	0
goals	0	0
against	0	0
New	5	0
Zealand	6	0
and	0	0
Sweden	5	0
.	0	0
# New sentence = Levaillant 's cuckoo , ''Clamator levaillantii ''	0	0
Levaillant	0	0
's	0	0
cuckoo	0	0
,	0	0
''Clamator	0	0
levaillantii	0	0
''	0	0
# New sentence = It had a capacity of sixty-five passengers , and was insured with Norsk Flyforsikringspool .	0	0
It	0	0
had	0	0
a	0	0
capacity	0	0
of	0	0
sixty-five	0	0
passengers	0	0
,	0	0
and	0	0
was	0	0
insured	0	0
with	0	0
Norsk	3	3
Flyforsikringspool	4	4
.	0	0
# New sentence = Electoral district of Murray Valley	0	0
Electoral	5	5
district	6	6
of	6	6
Murray	6	6
Valley	6	6
# New sentence = is a city located in Osaka Prefecture , Japan .	0	0
is	0	0
a	0	0
city	0	0
located	0	0
in	0	0
Osaka	5	5
Prefecture	6	6
,	0	0
Japan	5	5
.	0	0
# New sentence = East Pakistan ( now Bangladesh )	0	0
East	5	5
Pakistan	6	6
(	0	0
now	0	0
Bangladesh	5	5
)	0	0
# New sentence = : Detachment operated from : Grottaglie Airfield , Italy , after 4 October 1943	0	0
:	0	0
Detachment	0	0
operated	0	0
from	0	0
:	0	0
Grottaglie	5	5
Airfield	6	6
,	0	0
Italy	5	5
,	0	0
after	0	0
4	0	0
October	0	0
1943	0	0
# New sentence = `` OH ! ''	0	0
``	0	0
OH	0	0
!	0	0
''	0	0
# New sentence = Orange Township , Meigs County , Ohio	0	0
Orange	5	5
Township	6	6
,	0	0
Meigs	5	5
County	6	6
,	0	0
Ohio	5	5
# New sentence = She continued her studies at Park College in Parkville , Missouri .	0	0
She	0	0
continued	0	0
her	0	0
studies	0	0
at	0	0
Park	3	3
College	4	4
in	0	0
Parkville	5	5
,	0	0
Missouri	5	5
.	0	0
# New sentence = Gerald Henry Rendall	0	0
Gerald	1	1
Henry	1	2
Rendall	1	2
# New sentence = *19 Mario Danelo – ''Redshirt Freshman ''	0	0
*19	0	0
Mario	1	1
Danelo	1	2
–	0	0
''Redshirt	0	0
Freshman	0	0
''	0	0
# New sentence = On it , she performed the song , as well as a cover of Cyndi Lauper 's `` True Colors '' with Alan , Leona Lewis and Kana Nishino .	0	0
On	0	0
it	0	0
,	0	0
she	0	0
performed	0	0
the	0	0
song	0	0
,	0	0
as	0	0
well	0	0
as	0	0
a	0	0
cover	0	0
of	0	0
Cyndi	1	1
Lauper	2	2
's	0	0
``	0	0
TRUE	0	0
Colors	0	0
''	0	0
with	0	0
Alan	1	1
,	0	0
Leona	1	1
Lewis	2	2
and	0	0
Kana	1	1
Nishino	2	2
.	0	0
# New sentence = *0275 - Nemapogon variatella ''	0	0
*0275	0	0
-	0	0
Nemapogon	0	0
variatella	0	0
''	0	0
# New sentence = They all lost to Raquel Welch .	0	0
They	0	0
all	0	0
lost	0	0
to	0	0
Raquel	1	1
Welch	2	2
.	0	0
# New sentence = Alexandra Boyd as Head of the Delegation	0	0
Alexandra	1	1
Boyd	2	2
as	0	0
Head	0	0
of	0	0
the	0	0
Delegation	0	0
# New sentence = Anne Murray hosted the event which also included the inductions of Kim Cattrall , Raymond Burr , Blue Rodeo , Dsquared2 , Howie Mandel , Robert Munsch and Chantal Petitclerc .	0	0
Anne	1	1
Murray	2	2
hosted	0	0
the	0	0
event	0	0
which	0	0
also	0	0
included	0	0
the	0	0
inductions	0	0
of	0	0
Kim	1	1
Cattrall	2	2
,	0	0
Raymond	1	1
Burr	2	2
,	0	0
Blue	3	3
Rodeo	4	4
,	0	0
Dsquared2	3	3
,	0	0
Howie	1	1
Mandel	2	2
,	0	0
Robert	1	1
Munsch	2	2
and	0	0
Chantal	1	1
Petitclerc	2	2
.	0	0
# New sentence = Eric XI of Sweden ( 1216–1250 )	0	0
Eric	1	1
XI	2	2
of	0	0
Sweden	5	5
(	0	0
1216–1250	0	0
)	0	0
# New sentence = Perimeter Mall – Dunwoody	0	0
Perimeter	5	5
Mall	6	6
–	0	0
Dunwoody	5	5
# New sentence = Songdo International Business District	0	0
Songdo	5	5
International	6	6
Business	6	6
District	6	6
# New sentence = Jacques Antoine Hippolyte , Comte de Guibert	0	0
Jacques	1	1
Antoine	2	2
Hippolyte	2	2
,	2	2
Comte	2	2
de	2	2
Guibert	2	2
# New sentence = : '' Neomordellistena lestradei '' Ermisch , 1952	0	0
:	0	0
''	0	0
Neomordellistena	0	0
lestradei	0	0
''	0	0
Ermisch	1	1
,	0	0
1952	0	0
# New sentence = Lateral angle of the scapula	0	0
Lateral	0	0
angle	0	0
of	0	0
the	0	0
scapula	0	0
# New sentence = Mohamed Muruli ( UGA ) , 5:0	0	0
Mohamed	1	1
Muruli	2	2
(	0	0
UGA	3	0
)	0	0
,	0	0
0,208333333	0	0
# New sentence = Jared Sullinger ( 7 )	0	0
Jared	1	1
Sullinger	2	2
(	0	0
7	0	0
)	0	0
# New sentence = :1st , Stage 1 , Vuelta a España	0	0
:1st	0	0
,	0	0
Stage	0	0
1	0	0
,	0	0
Vuelta	0	0
a	0	0
España	0	0
# New sentence = '' Aethes francillana '' ( Fabricius , 1794 )	0	0
''	0	0
Aethes	0	0
francillana	0	0
''	0	0
(	0	0
Fabricius	1	1
,	0	0
1794	0	0
)	0	0
# New sentence = It is found in Spain , Morocco and on Malta .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
Spain	5	5
,	0	0
Morocco	5	5
and	0	0
on	0	0
Malta	5	5
.	0	0
# New sentence = Communes of the Ariège department	0	0
Communes	0	5
of	0	6
the	0	6
Ariège	3	6
department	4	6
# New sentence = New Mexico ( 2014 )	0	0
New	5	5
Mexico	6	6
(	0	0
2014	0	0
)	0	0
# New sentence = ** '' County of Anjou '' ' - Geoffrey I ( 958–987 )	0	0
**	0	0
''	0	0
County	5	5
of	6	6
Anjou	6	6
''	0	0
'	0	0
-	0	0
Geoffrey	1	1
I	2	2
(	0	0
958–987	0	0
)	0	0
# New sentence = Antonio Santarelli ( Jesuit )	0	0
Antonio	1	1
Santarelli	2	2
(	0	0
Jesuit	3	0
)	0	0
# New sentence = Nikola Kokan Dimuševski	0	0
Nikola	1	1
Kokan	2	2
Dimuševski	2	2
# New sentence = '' Stigmella nylandriella '' ( Tengstrom , 1848 )	0	0
''	0	0
Stigmella	0	0
nylandriella	0	0
''	0	0
(	0	0
Tengstrom	1	1
,	0	0
1848	0	0
)	0	0
# New sentence = Communes of the Manche department	0	0
Communes	0	5
of	0	6
the	0	6
Manche	3	6
department	4	6
# New sentence = President - Patrice de Mac-Mahon , Duke of Magenta ( 1873–1879 )	0	0
President	0	0
-	0	0
Patrice	1	1
de	2	2
Mac-Mahon	2	2
,	0	0
Duke	0	0
of	0	0
Magenta	0	0
(	0	0
1873–1879	0	0
)	0	0
# New sentence = '' Coleophora therinella '' Tengstrom , 1848	0	0
''	0	0
Coleophora	0	0
therinella	0	0
''	0	0
Tengstrom	1	1
,	0	0
1848	0	0
# New sentence = *8404.1 - Rivula pusilla ''	0	0
*8404.1	0	0
-	0	0
Rivula	0	0
pusilla	0	0
''	0	0
# New sentence = Logisticus fuscopunctatus '' Fairmaire , 1903	0	0
Logisticus	0	0
fuscopunctatus	0	0
''	0	0
Fairmaire	1	1
,	0	0
1903	0	0
# New sentence = Swamp tea tree	0	0
Swamp	0	0
tea	0	0
tree	0	0
# New sentence = S?awno , Podlaskie Voivodeship	0	0
S?awno	5	5
,	0	0
Podlaskie	5	5
Voivodeship	6	6
# New sentence = from:1959 till:1978 color : ID text : '' Anne Press ( 1959–1978 ) ''	0	0
from:1959	0	0
till:1978	0	0
color	0	0
:	0	0
ID	0	0
text	0	0
:	0	0
''	0	0
Anne	1	1
Press	2	2
(	0	0
1959–1978	0	0
)	0	0
''	0	0
# New sentence = Three years after that , in 1868 , BNU opened branches in São Tomé and Príncipe , Goa , and Mozambique .	0	0
Three	0	0
years	0	0
after	0	0
that	0	0
,	0	0
in	0	0
1868	0	0
,	0	0
BNU	3	3
opened	0	0
branches	0	0
in	0	0
São	5	5
Tomé	6	6
and	6	6
Príncipe	6	6
,	0	0
Goa	5	5
,	0	0
and	0	0
Mozambique	5	5
.	0	0
# New sentence = *10 - Joaquim Gomes - ( Primeiro de Agosto )	0	0
*10	0	0
-	0	0
Joaquim	1	1
Gomes	2	2
-	0	0
(	0	0
Primeiro	3	3
de	4	4
Agosto	4	4
)	0	0
# New sentence = ** '' Legendary Witches ''	0	0
**	0	0
''	0	0
Legendary	0	0
Witches	0	0
''	0	0
# New sentence = Son of a Pimp	0	0
Son	0	0
of	0	0
a	0	0
Pimp	0	0
# New sentence = Albert R. Stuart	0	0
Albert	1	1
R.	2	2
Stuart	2	2
# New sentence = Jaap van Praag , chairman AFC Ajax ( 1910-1987 )	0	0
Jaap	1	1
van	2	2
Praag	2	2
,	0	0
chairman	0	0
AFC	3	3
Ajax	4	4
(	0	0
1910-1987	0	0
)	0	0
# New sentence = Invasion of Umuahia	0	0
Invasion	0	0
of	0	0
Umuahia	0	5
# New sentence = It is found in the United Arab Emirates .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
the	0	0
United	5	5
Arab	6	6
Emirates	6	6
.	0	0
# New sentence = Spencer Haywood ( 21 )	0	0
Spencer	1	1
Haywood	2	2
(	0	0
21	0	0
)	0	0
# New sentence = The Girl Guides Association of Kiribati	0	0
The	3	0
Girl	4	3
Guides	4	4
Association	4	4
of	4	4
Kiribati	4	4
# New sentence = Instead she chose to retire and was succeeded by Vinny deMacedo .	0	0
Instead	0	0
she	0	0
chose	0	0
to	0	0
retire	0	0
and	0	0
was	0	0
succeeded	0	0
by	0	0
Vinny	1	1
deMacedo	2	2
.	0	0
# New sentence = Then and Now : Sylvester Stallone and William Shatner	0	0
Then	0	0
and	0	0
Now	0	0
:	0	0
Sylvester	1	1
Stallone	2	2
and	0	0
William	1	1
Shatner	2	2
# New sentence = Araneta Coliseum , Quezon City	0	0
Araneta	5	5
Coliseum	6	6
,	0	0
Quezon	5	5
City	6	6
# New sentence = ' '' Jochen Rindt '' '	0	0
'	0	0
''	0	0
Jochen	1	1
Rindt	2	2
''	0	0
'	0	0
# New sentence = Sebastian Telfair ( 21 )	0	0
Sebastian	1	1
Telfair	2	2
(	0	0
21	0	0
)	0	0
# New sentence = Inspiration Is Dead	0	0
Inspiration	0	0
Is	0	0
Dead	0	0
# New sentence = Mestalla]] , Valencia ( Spain )	0	0
Mestalla]]	5	5
,	0	0
Valencia	5	5
(	0	0
Spain	5	5
)	0	0
# New sentence = Brian Gottfried '' ( Quarterfinalist ) ''	0	0
Brian	1	1
Gottfried	2	2
''	0	0
(	0	0
Quarterfinalist	0	0
)	0	0
''	0	0
# New sentence = Keb ' Mo '	0	0
Keb	1	1
'	2	2
Mo	2	2
'	2	2
# New sentence = It is found in Brazil .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
Brazil	5	5
.	0	0
# New sentence = Olivegreen ufipa barb	0	0
Olivegreen	0	0
ufipa	0	0
barb	0	0
# New sentence = '' Aplocera praeformata '' ( Hübner , 1826 )	0	0
''	0	0
Aplocera	0	0
praeformata	0	0
''	0	0
(	0	0
Hübner	0	1
,	0	0
1826	0	0
)	0	0
